No.,Time,,Time 1,Time 2,Delay
2624,"75,068,289",,"75,068,289","7,506,833",
2625,"7,506,833",,"7,506,833","75,068,346",
2626,"75,068,346",,"75,068,346","75,068,381",
2627,"75,068,381",,"75,068,381","75,068,395",
2628,"75,068,395",,"75,068,395","75,068,434",
2629,"75,068,434",,"75,068,434","75,068,448",
2630,"75,068,448",,"75,068,448","75,628,677",
2631,"75,628,677",,"75,628,677","76,050,381",
2632,"76,050,381",,"76,050,381","76,050,408",
2633,"76,050,408",,"76,050,408","7,605,046",
2634,"7,605,046",,"7,605,046","76,050,477",
2635,"76,050,477",,"76,050,477","76,050,577",
2636,"76,050,577",,"76,050,577","76,050,592",
2637,"76,050,592",,"76,050,592","76,050,626",
2638,"76,050,626",,"76,050,626","7,605,064",
2639,"7,605,064",,"7,605,064","76,065,863",
2640,"76,065,863",,"76,065,863","76,065,893",
2641,"76,065,893",,"76,065,893","76,065,963",
2642,"76,065,963",,"76,065,963","7,606,598",
2643,"7,606,598",,"7,606,598","76,066,043",
2644,"76,066,043",,"76,066,043","76,066,058",
2645,"76,066,058",,"76,066,058","76,066,089",
2646,"76,066,089",,"76,066,089","76,066,105",
2647,"76,066,105",,"76,066,105","76,081,962",
2648,"76,081,962",,"76,081,962","76,081,992",
2649,"76,081,992",,"76,081,992","7,608,203",
2650,"7,608,203",,"7,608,203","76,082,044",
2651,"76,082,044",,"76,082,044","76,082,078",
2652,"76,082,078",,"76,082,078","76,082,091",
2653,"76,082,091",,"76,082,091","76,082,128",
2654,"76,082,128",,"76,082,128","76,082,145",
2655,"76,082,145",,"76,082,145","76,082,184",
2656,"76,082,184",,"76,082,184","76,082,197",
2657,"76,082,197",,"76,082,197","76,082,233",
2658,"76,082,233",,"76,082,233","76,082,246",
2659,"76,082,246",,"76,082,246","7,608,228",
2660,"7,608,228",,"7,608,228","76,082,292",
2661,"76,082,292",,"76,082,292","76,754,375",
2662,"76,754,375",,"76,754,375","76,754,417",
2663,"76,754,417",,"76,754,417","76,754,815",
2664,"76,754,815",,"76,754,815","76,754,835",
2665,"76,754,835",,"76,754,835","76,767,988",
2666,"76,767,988",,"76,767,988","76,768,018",
2667,"76,768,018",,"76,768,018","76,768,245",
2668,"76,768,245",,"76,768,245","76,768,261",
2669,"76,768,261",,"76,768,261","77,063,921",
2670,"77,063,921",,"77,063,921","77,063,951",
2671,"77,063,951",,"77,063,951","77,063,992",
2672,"77,063,992",,"77,063,992","77,064,005",
2673,"77,064,005",,"77,064,005","77,064,044",
2674,"77,064,044",,"77,064,044","77,064,057",
2675,"77,064,057",,"77,064,057","77,064,096",
2676,"77,064,096",,"77,064,096","77,064,113",
2677,"77,064,113",,"77,064,113","77,079,919",
2678,"77,079,919",,"77,079,919","77,079,951",
2679,"77,079,951",,"77,079,951","7,707,999",
2680,"7,707,999",,"7,707,999","77,080,008",
2681,"77,080,008",,"77,080,008","77,080,074",
2682,"77,080,074",,"77,080,074","77,080,089",
2683,"77,080,089",,"77,080,089","77,080,152",
2684,"77,080,152",,"77,080,152","77,080,168",
2685,"77,080,168",,"77,080,168","77,096,033",
2686,"77,096,033",,"77,096,033","77,096,056",
2687,"77,096,056",,"77,096,056","77,096,187",
2688,"77,096,187",,"77,096,187","77,096,207",
2689,"77,096,207",,"77,096,207","77,096,242",
2690,"77,096,242",,"77,096,242","77,096,255",
2691,"77,096,255",,"77,096,255","77,096,292",
2692,"77,096,292",,"77,096,292","77,096,306",
2693,"77,096,306",,"77,096,306","77,579,242",
2694,"77,579,242",,"77,579,242","77,579,274",
2695,"77,579,274",,"77,579,274","77,579,543",
2696,"77,579,543",,"77,579,543","77,579,563",
2697,"77,579,563",,"77,579,563","78,078,007",
2698,"78,078,007",,"78,078,007","78,078,034",
2699,"78,078,034",,"78,078,034","78,078,115",
2700,"78,078,115",,"78,078,115","78,078,132",
2701,"78,078,132",,"78,078,132","7,807,817",
2702,"7,807,817",,"7,807,817","78,078,184",
2703,"78,078,184",,"78,078,184","78,078,221",
2704,"78,078,221",,"78,078,221","78,078,234",
2705,"78,078,234",,"78,078,234","7,809,397",
2706,"7,809,397",,"7,809,397","78,093,998",
2707,"78,093,998",,"78,093,998","78,094,033",
2708,"78,094,033",,"78,094,033","78,094,052",
2709,"78,094,052",,"78,094,052","7,809,412",
2710,"7,809,412",,"7,809,412","78,094,134",
2711,"78,094,134",,"78,094,134","78,094,168",
2712,"78,094,168",,"78,094,168","78,094,184",
2713,"78,094,184",,"78,094,184","78,094,214",
2714,"78,094,214",,"78,094,214","78,094,228",
2715,"78,094,228",,"78,094,228","78,094,265",
2716,"78,094,265",,"78,094,265","78,094,278",
2717,"78,094,278",,"78,094,278","78,094,333",
2718,"78,094,333",,"78,094,333","78,094,347",
2719,"78,094,347",,"78,094,347","78,094,385",
2720,"78,094,385",,"78,094,385","780,944",
2721,"780,944",,"780,944","78,094,432",
2722,"78,094,432",,"78,094,432","78,094,447",
2723,"78,094,447",,"78,094,447","7,811,056",
2724,"7,811,056",,"7,811,056","7,811,059",
2725,"7,811,059",,"7,811,059","78,110,626",
2726,"78,110,626",,"78,110,626","7,811,064",
2727,"7,811,064",,"7,811,064","78,110,767",
2728,"78,110,767",,"78,110,767","78,110,782",
2729,"78,110,782",,"78,110,782","78,110,855",
2730,"78,110,855",,"78,110,855","78,110,871",
2731,"78,110,871",,"78,110,871","78,110,904",
2732,"78,110,904",,"78,110,904","78,110,918",
2733,"78,110,918",,"78,110,918","78,110,957",
2734,"78,110,957",,"78,110,957","7,811,097",
2735,"7,811,097",,"7,811,097","78,111,098",
2736,"78,111,098",,"78,111,098","78,111,113",
2737,"78,111,113",,"78,111,113","78,628,958",
2738,"78,628,958",,"78,628,958","78,764,255",
2739,"78,764,255",,"78,764,255","78,764,281",
2740,"78,764,281",,"78,764,281","78,764,285",
2741,"78,764,285",,"78,764,285","78,764,303",
2742,"78,764,303",,"78,764,303","78,764,407",
2743,"78,764,407",,"78,764,407","78,764,424",
2744,"78,764,424",,"78,764,424","78,764,427",
2745,"78,764,427",,"78,764,427","78,764,443",
2746,"78,764,443",,"78,764,443","79,092,192",
2747,"79,092,192",,"79,092,192","7,909,223",
2748,"7,909,223",,"7,909,223","79,092,337",
2749,"79,092,337",,"79,092,337","79,092,365",
2750,"79,092,365",,"79,092,365","79,106,986",
2751,"79,106,986",,"79,106,986","79,107,019",
2752,"79,107,019",,"79,107,019","79,107,089",
2753,"79,107,089",,"79,107,089","79,107,115",
2754,"79,107,115",,"79,107,115","7,910,719",
2755,"7,910,719",,"7,910,719","79,107,216",
2756,"79,107,216",,"79,107,216","79,107,284",
2757,"79,107,284",,"79,107,284","79,107,308",
2758,"79,107,308",,"79,107,308","79,107,376",
2759,"79,107,376",,"79,107,376","791,074",
2760,"791,074",,"791,074","79,107,464",
2761,"79,107,464",,"79,107,464","79,107,488",
2762,"79,107,488",,"79,107,488","79,107,558",
2763,"79,107,558",,"79,107,558","79,107,584",
2764,"79,107,584",,"79,107,584","79,107,648",
2765,"79,107,648",,"79,107,648","79,107,672",
2766,"79,107,672",,"79,107,672","79,107,736",
2767,"79,107,736",,"79,107,736","7,910,776",
2768,"7,910,776",,"7,910,776","79,107,828",
2769,"79,107,828",,"79,107,828","79,107,852",
2770,"79,107,852",,"79,107,852","79,123,172",
2771,"79,123,172",,"79,123,172","79,123,214",
2772,"79,123,214",,"79,123,214","79,123,334",
2773,"79,123,334",,"79,123,334","79,123,361",
2774,"79,123,361",,"79,123,361","79,123,434",
2775,"79,123,434",,"79,123,434","79,123,457",
2776,"79,123,457",,"79,123,457","7,912,361",
2777,"7,912,361",,"7,912,361","79,123,634",
2778,"79,123,634",,"79,123,634","79,123,703",
2779,"79,123,703",,"79,123,703","79,123,732",
2780,"79,123,732",,"79,123,732","791,238",
2781,"791,238",,"791,238","79,123,824",
2782,"79,123,824",,"79,123,824","79,123,893",
2783,"79,123,893",,"79,123,893","79,123,917",
2784,"79,123,917",,"79,123,917","80,107,074",
2785,"80,107,074",,"80,107,074","80,107,116",
2786,"80,107,116",,"80,107,116","80,107,188",
2787,"80,107,188",,"80,107,188","80,107,213",
2788,"80,107,213",,"80,107,213","80,107,278",
2789,"80,107,278",,"80,107,278","80,107,304",
2790,"80,107,304",,"80,107,304","80,107,371",
2791,"80,107,371",,"80,107,371","80,107,395",
2792,"80,107,395",,"80,107,395","80,107,459",
2793,"80,107,459",,"80,107,459","80,107,483",
2794,"80,107,483",,"80,107,483","8,012,106",
2795,"8,012,106",,"8,012,106","801,211",
2796,"801,211",,"801,211","8,012,122",
2797,"8,012,122",,"8,012,122","80,121,248",
2798,"80,121,248",,"80,121,248","80,121,367",
2799,"80,121,367",,"80,121,367","80,121,395",
2800,"80,121,395",,"80,121,395","80,121,986",
2801,"80,121,986",,"80,121,986","80,122,016",
2802,"80,122,016",,"80,122,016","80,138,996",
2803,"80,138,996",,"80,138,996","80,139,038",
2804,"80,139,038",,"80,139,038","8,013,915",
2805,"8,013,915",,"8,013,915","80,139,179",
2806,"80,139,179",,"80,139,179","81,121,157",
2807,"81,121,157",,"81,121,157","81,121,199",
2808,"81,121,199",,"81,121,199","81,121,266",
2809,"81,121,266",,"81,121,266","81,121,291",
2810,"81,121,291",,"81,121,291","8,112,136",
2811,"8,112,136",,"8,112,136","81,121,384",
2812,"81,121,384",,"81,121,384","81,121,509",
2813,"81,121,509",,"81,121,509","81,121,536",
2814,"81,121,536",,"81,121,536","81,121,718",
2815,"81,121,718",,"81,121,718","81,121,743",
2816,"81,121,743",,"81,121,743","81,135,091",
2817,"81,135,091",,"81,135,091","8,113,512",
2818,"8,113,512",,"8,113,512","81,135,158",
2819,"81,135,158",,"81,135,158","81,135,174",
2820,"81,135,174",,"81,135,174","81,135,208",
2821,"81,135,208",,"81,135,208","81,135,224",
2822,"81,135,224",,"81,135,224","81,135,285",
2823,"81,135,285",,"81,135,285","811,353",
2824,"811,353",,"811,353","81,151,107",
2825,"81,151,107",,"81,151,107","81,151,136",
2826,"81,151,136",,"81,151,136","81,151,173",
2827,"81,151,173",,"81,151,173","81,151,186",
2828,"81,151,186",,"81,151,186","8,115,122",
2829,"8,115,122",,"8,115,122","81,151,233",
2830,"81,151,233",,"81,151,233","8,115,127",
2831,"8,115,127",,"8,115,127","81,151,283",
2832,"81,151,283",,"81,151,283","81,151,321",
2833,"81,151,321",,"81,151,321","81,151,337",
2834,"81,151,337",,"81,151,337","81,151,375",
2835,"81,151,375",,"81,151,375","81,151,388",
2836,"81,151,388",,"81,151,388","81,151,424",
2837,"81,151,424",,"81,151,424","81,151,437",
2838,"81,151,437",,"81,151,437","81,763,298",
2839,"81,763,298",,"81,763,298","8,176,333",
2840,"8,176,333",,"8,176,333","8,176,354",
2841,"8,176,354",,"8,176,354","81,763,557",
2842,"81,763,557",,"81,763,557","81,779,302",
2843,"81,779,302",,"81,779,302","81,779,338",
2844,"81,779,338",,"81,779,338","81,779,569",
2845,"81,779,569",,"81,779,569","81,779,587",
2846,"81,779,587",,"81,779,587","82,135,225",
2847,"82,135,225",,"82,135,225","82,135,268",
2848,"82,135,268",,"82,135,268","82,135,334",
2849,"82,135,334",,"82,135,334","82,135,361",
2850,"82,135,361",,"82,135,361","82,149,326",
2851,"82,149,326",,"82,149,326","8,214,937",
2852,"8,214,937",,"8,214,937","8,214,944",
2853,"8,214,944",,"8,214,944","82,149,466",
2854,"82,149,466",,"82,149,466","82,149,534",
2855,"82,149,534",,"82,149,534","82,149,559",
2856,"82,149,559",,"82,149,559","82,149,627",
2857,"82,149,627",,"82,149,627","82,149,652",
2858,"82,149,652",,"82,149,652","8,214,972",
2859,"8,214,972",,"8,214,972","82,149,746",
2860,"82,149,746",,"82,149,746","82,149,818",
2861,"82,149,818",,"82,149,818","82,149,843",
2862,"82,149,843",,"82,149,843","82,149,904",
2863,"82,149,904",,"82,149,904","82,149,932",
2864,"82,149,932",,"82,149,932","82,150,011",
2865,"82,150,011",,"82,150,011","82,150,037",
2866,"82,150,037",,"82,150,037","8,215,009",
2867,"8,215,009",,"8,215,009","82,150,113",
2868,"82,150,113",,"82,150,113","8,216,512",
2869,"8,216,512",,"8,216,512","82,165,158",
2870,"82,165,158",,"82,165,158","82,165,227",
2871,"82,165,227",,"82,165,227","82,165,252",
2872,"82,165,252",,"82,165,252","82,165,311",
2873,"82,165,311",,"82,165,311","82,165,335",
2874,"82,165,335",,"82,165,335","82,165,427",
2875,"82,165,427",,"82,165,427","82,165,452",
2876,"82,165,452",,"82,165,452","82,165,519",
2877,"82,165,519",,"82,165,519","82,165,543",
2878,"82,165,543",,"82,165,543","82,165,607",
2879,"82,165,607",,"82,165,607","8,216,563",
2880,"8,216,563",,"8,216,563","82,165,693",
2881,"82,165,693",,"82,165,693","82,165,717",
2882,"82,165,717",,"82,165,717","83,149,819",
2883,"83,149,819",,"83,149,819","83,149,854",
2884,"83,149,854",,"83,149,854","83,149,938",
2885,"83,149,938",,"83,149,938","83,149,956",
2886,"83,149,956",,"83,149,956","83,163,351",
2887,"83,163,351",,"83,163,351","83,163,385",
2888,"83,163,385",,"83,163,385","83,163,468",
2889,"83,163,468",,"83,163,468","83,163,487",
2890,"83,163,487",,"83,163,487","83,163,535",
2891,"83,163,535",,"83,163,535","83,163,551",
2892,"83,163,551",,"83,163,551","83,163,606",
2893,"83,163,606",,"83,163,606","83,163,622",
2894,"83,163,622",,"83,163,622","83,179,273",
2895,"83,179,273",,"83,179,273","83,179,306",
2896,"83,179,306",,"83,179,306","83,179,574",
2897,"83,179,574",,"83,179,574","83,179,596",
2898,"83,179,596",,"83,179,596","83,774,444",
2899,"83,774,444",,"83,774,444","83,774,485",
2900,"83,774,485",,"83,774,485","83,774,943",
2901,"83,774,943",,"83,774,943","83,774,973",
2902,"83,774,973",,"83,774,973","84,162,276",
2903,"84,162,276",,"84,162,276","84,162,317",
2904,"84,162,317",,"84,162,317","84,162,388",
2905,"84,162,388",,"84,162,388","84,162,413",
2906,"84,162,413",,"84,162,413","84,162,488",
2907,"84,162,488",,"84,162,488","84,162,513",
2908,"84,162,513",,"84,162,513","84,162,609",
2909,"84,162,609",,"84,162,609","84,162,637",
2910,"84,162,637",,"84,162,637","84,162,702",
2911,"84,162,702",,"84,162,702","84,162,726",
2912,"84,162,726",,"84,162,726","84,177,432",
2913,"84,177,432",,"84,177,432","84,177,477",
2914,"84,177,477",,"84,177,477","84,177,878",
2915,"84,177,878",,"84,177,878","84,177,907",
2916,"84,177,907",,"84,177,907","84,178,051",
2917,"84,178,051",,"84,178,051","84,178,075",
2918,"84,178,075",,"84,178,075","84,178,472",
2919,"84,178,472",,"84,178,472","84,178,504",
2920,"84,178,504",,"84,178,504","84,178,585",
2921,"84,178,585",,"84,178,585","84,178,614",
2922,"84,178,614",,"84,178,614","84,178,737",
2923,"84,178,737",,"84,178,737","84,178,764",
2924,"84,178,764",,"84,178,764","84,178,891",
2925,"84,178,891",,"84,178,891","84,178,917",
2926,"84,178,917",,"84,178,917","84,193,276",
2927,"84,193,276",,"84,193,276","84,193,313",
2928,"84,193,313",,"84,193,313","84,193,409",
2929,"84,193,409",,"84,193,409","84,193,435",
2930,"84,193,435",,"84,193,435","84,193,486",
2931,"84,193,486",,"84,193,486","84,193,507",
2932,"84,193,507",,"84,193,507","84,193,567",
2933,"84,193,567",,"84,193,567","84,193,588",
2934,"84,193,588",,"84,193,588","84,193,643",
2935,"84,193,643",,"84,193,643","84,193,663",
2936,"84,193,663",,"84,193,663","85,176,314",
2937,"85,176,314",,"85,176,314","85,176,365",
2938,"85,176,365",,"85,176,365","85,176,436",
2939,"85,176,436",,"85,176,436","85,176,461",
2940,"85,176,461",,"85,176,461","85,176,529",
2941,"85,176,529",,"85,176,529","85,176,555",
2942,"85,176,555",,"85,176,555","85,191,281",
2943,"85,191,281",,"85,191,281","85,191,317",
2944,"85,191,317",,"85,191,317","85,191,382",
2945,"85,191,382",,"85,191,382","85,191,408",
2946,"85,191,408",,"85,191,408","85,191,471",
2947,"85,191,471",,"85,191,471","85,191,498",
2948,"85,191,498",,"85,191,498","85,191,565",
2949,"85,191,565",,"85,191,565","85,191,589",
2950,"85,191,589",,"85,191,589","85,191,654",
2951,"85,191,654",,"85,191,654","85,191,678",
2952,"85,191,678",,"85,191,678","85,191,745",
2953,"85,191,745",,"85,191,745","85,191,769",
2954,"85,191,769",,"85,191,769","85,191,838",
2955,"85,191,838",,"85,191,838","85,191,864",
2956,"85,191,864",,"85,191,864","8,519,193",
2957,"8,519,193",,"8,519,193","85,191,954",
2958,"85,191,954",,"85,191,954","85,192,021",
2959,"85,192,021",,"85,192,021","85,192,044",
2960,"85,192,044",,"85,192,044","85,192,108",
2961,"85,192,108",,"85,192,108","85,192,132",
2962,"85,192,132",,"85,192,132","85,207,494",
2963,"85,207,494",,"85,207,494","85,207,529",
2964,"85,207,529",,"85,207,529","85,207,595",
2965,"85,207,595",,"85,207,595","85,207,622",
2966,"85,207,622",,"85,207,622","85,207,686",
2967,"85,207,686",,"85,207,686","8,520,771",
2968,"8,520,771",,"8,520,771","85,207,781",
2969,"85,207,781",,"85,207,781","85,207,804",
2970,"85,207,804",,"85,207,804","85,831,867",
2971,"85,831,867",,"85,831,867","85,831,901",
2972,"85,831,901",,"85,831,901","85,835,384",
2973,"85,835,384",,"85,835,384","85,835,408",
2974,"85,835,408",,"85,835,408","86,039,096",
2975,"86,039,096",,"86,039,096","86,039,123",
2976,"86,039,123",,"86,039,123","86,191,599",
2977,"86,191,599",,"86,191,599","86,191,641",
2978,"86,191,641",,"86,191,641","86,191,814",
2979,"86,191,814",,"86,191,814","86,191,845",
2980,"86,191,845",,"86,191,845","86,207,178",
2981,"86,207,178",,"86,207,178","86,207,226",
2982,"86,207,226",,"86,207,226","86,207,373",
2983,"86,207,373",,"86,207,373","86,207,402",
2984,"86,207,402",,"86,207,402","86,207,526",
2985,"86,207,526",,"86,207,526","86,207,554",
2986,"86,207,554",,"86,207,554","86,221,401",
2987,"86,221,401",,"86,221,401","86,221,449",
2988,"86,221,449",,"86,221,449","86,221,554",
2989,"86,221,554",,"86,221,554","86,221,584",
2990,"86,221,584",,"86,221,584","86,773,523",
2991,"86,773,523",,"86,773,523","86,773,554",
2992,"86,773,554",,"86,773,554","86,777,657",
2993,"86,777,657",,"86,777,657","86,777,686",
2994,"86,777,686",,"86,777,686","86,789,631",
2995,"86,789,631",,"86,789,631","86,789,662",
2996,"86,789,662",,"86,789,662","86,789,931",
2997,"86,789,931",,"86,789,931","8,678,995",
2998,"8,678,995",,"8,678,995","87,204,448",
2999,"87,204,448",,"87,204,448","87,204,479",
3000,"87,204,479",,"87,204,479","87,219,428",
3001,"87,219,428",,"87,219,428","87,219,459",
3002,"87,219,459",,"87,219,459","87,219,504",
3003,"87,219,504",,"87,219,504","87,219,518",
3004,"87,219,518",,"87,219,518","87,219,558",
3005,"87,219,558",,"87,219,558","8,721,957",
3006,"8,721,957",,"8,721,957","87,219,608",
3007,"87,219,608",,"87,219,608","87,219,622",
3008,"87,219,622",,"87,219,622","87,219,659",
3009,"87,219,659",,"87,219,659","87,219,675",
3010,"87,219,675",,"87,219,675","8,721,971",
3011,"8,721,971",,"8,721,971","87,219,727",
3012,"87,219,727",,"87,219,727","87,219,793",
3013,"87,219,793",,"87,219,793","8,721,981",
3014,"8,721,981",,"8,721,981","87,235,473",
3015,"87,235,473",,"87,235,473","87,235,502",
3016,"87,235,502",,"87,235,502","87,235,554",
3017,"87,235,554",,"87,235,554","87,235,569",
3018,"87,235,569",,"87,235,569","87,235,606",
3019,"87,235,606",,"87,235,606","87,235,623",
3020,"87,235,623",,"87,235,623","87,235,659",
3021,"87,235,659",,"87,235,659","87,235,673",
3022,"87,235,673",,"87,235,673","87,235,712",
3023,"87,235,712",,"87,235,712","87,235,725",
3024,"87,235,725",,"87,235,725","87,235,761",
3025,"87,235,761",,"87,235,761","87,235,774",
3026,"87,235,774",,"87,235,774","87,683,023",
3027,"87,683,023",,"87,683,023","87,683,069",
3028,"87,683,069",,"87,683,069","87,686,073",
3029,"87,686,073",,"87,686,073","87,686,108",
3030,"87,686,108",,"87,686,108","88,224,013",
3031,"88,224,013",,"88,224,013","88,224,058",
3032,"88,224,058",,"88,224,058","88,233,525",
3033,"88,233,525",,"88,233,525","88,233,564",
3034,"88,233,564",,"88,233,564","88,233,642",
3035,"88,233,642",,"88,233,642","8,823,366",
3036,"8,823,366",,"8,823,366","88,233,726",
3037,"88,233,726",,"88,233,726","88,233,743",
3038,"88,233,743",,"88,233,743","88,233,777",
3039,"88,233,777",,"88,233,777","88,233,793",
3040,"88,233,793",,"88,233,793","88,250,222",
3041,"88,250,222",,"88,250,222","88,250,263",
3042,"88,250,263",,"88,250,263","88,250,455",
3043,"88,250,455",,"88,250,455","8,825,048",
3044,"8,825,048",,"8,825,048","88,779,684",
3045,"88,779,684",,"88,779,684","88,779,726",
3046,"88,779,726",,"88,779,726","88,780,083",
3047,"88,780,083",,"88,780,083","88,780,115",
3048,"88,780,115",,"88,780,115","88,780,211",
3049,"88,780,211",,"88,780,211","88,780,258",
3050,"88,780,258",,"88,780,258","8,923,152",
3051,"8,923,152",,"8,923,152","89,231,561",
3052,"89,231,561",,"89,231,561","89,231,632",
3053,"89,231,632",,"89,231,632","89,231,657",
3054,"89,231,657",,"89,231,657","89,247,698",
3055,"89,247,698",,"89,247,698","89,247,733",
3056,"89,247,733",,"89,247,733","89,247,802",
3057,"89,247,802",,"89,247,802","89,247,827",
3058,"89,247,827",,"89,247,827","89,247,889",
3059,"89,247,889",,"89,247,889","89,247,913",
3060,"89,247,913",,"89,247,913","89,247,981",
3061,"89,247,981",,"89,247,981","89,248,005",
3062,"89,248,005",,"89,248,005","89,248,074",
3063,"89,248,074",,"89,248,074","89,248,099",
3064,"89,248,099",,"89,248,099","89,248,166",
3065,"89,248,166",,"89,248,166","89,248,192",
3066,"89,248,192",,"89,248,192","89,248,257",
3067,"89,248,257",,"89,248,257","89,248,281",
3068,"89,248,281",,"89,248,281","8,924,838",
3069,"8,924,838",,"8,924,838","89,248,407",
3070,"89,248,407",,"89,248,407","89,248,469",
3071,"89,248,469",,"89,248,469","89,248,493",
3072,"89,248,493",,"89,248,493","89,248,558",
3073,"89,248,558",,"89,248,558","89,248,582",
3074,"89,248,582",,"89,248,582","89,263,473",
3075,"89,263,473",,"89,263,473","89,263,506",
3076,"89,263,506",,"89,263,506","89,263,627",
3077,"89,263,627",,"89,263,627","89,263,655",
3078,"89,263,655",,"89,263,655","89,263,714",
3079,"89,263,714",,"89,263,714","89,263,738",
3080,"89,263,738",,"89,263,738","89,263,802",
3081,"89,263,802",,"89,263,802","89,263,841",
3082,"89,263,841",,"89,263,841","90,245,928",
3083,"90,245,928",,"90,245,928","90,245,966",
3084,"90,245,966",,"90,245,966","90,261,922",
3085,"90,261,922",,"90,261,922","90,261,954",
3086,"90,261,954",,"90,261,954","90,262,045",
3087,"90,262,045",,"90,262,045","9,026,206",
3088,"9,026,206",,"9,026,206","90,262,114",
3089,"90,262,114",,"90,262,114","90,262,129",
3090,"90,262,129",,"90,262,129","90,262,165",
3091,"90,262,165",,"90,262,165","90,262,179",
3092,"90,262,179",,"90,262,179","90,262,218",
3093,"90,262,218",,"90,262,218","90,262,231",
3094,"90,262,231",,"90,262,231","90,262,263",
3095,"90,262,263",,"90,262,263","90,262,276",
3096,"90,262,276",,"90,262,276","90,262,313",
3097,"90,262,313",,"90,262,313","90,262,329",
3098,"90,262,329",,"90,262,329","90,262,364",
3099,"90,262,364",,"90,262,364","9,026,238",
3100,"9,026,238",,"9,026,238","90,262,418",
3101,"90,262,418",,"90,262,418","90,262,432",
3102,"90,262,432",,"90,262,432","90,278,014",
3103,"90,278,014",,"90,278,014","90,278,046",
3104,"90,278,046",,"90,278,046","90,278,149",
3105,"90,278,149",,"90,278,149","90,278,166",
3106,"90,278,166",,"90,278,166","91,260,636",
3107,"91,260,636",,"91,260,636","91,260,667",
3108,"91,260,667",,"91,260,667","91,275,628",
3109,"91,275,628",,"91,275,628","91,275,658",
3110,"91,275,658",,"91,275,658","9,127,575",
3111,"9,127,575",,"9,127,575","91,275,768",
3112,"91,275,768",,"91,275,768","91,275,803",
3113,"91,275,803",,"91,275,803","91,275,819",
3114,"91,275,819",,"91,275,819","91,275,886",
3115,"91,275,886",,"91,275,886","91,275,902",
3116,"91,275,902",,"91,275,902","91,275,966",
3117,"91,275,966",,"91,275,966","9,127,598",
3118,"9,127,598",,"9,127,598","91,291,671",
3119,"91,291,671",,"91,291,671","91,291,702",
3120,"91,291,702",,"91,291,702","91,291,794",
3121,"91,291,794",,"91,291,794","91,291,814",
3122,"91,291,814",,"91,291,814","91,778,816",
3123,"91,778,816",,"91,778,816","91,778,856",
3124,"91,778,856",,"91,778,856","91,779,161",
3125,"91,779,161",,"91,779,161","91,779,189",
3126,"91,779,189",,"91,779,189","91,793,785",
3127,"91,793,785",,"91,793,785","91,793,823",
3128,"91,793,823",,"91,793,823","91,794,267",
3129,"91,794,267",,"91,794,267","91,794,296",
3130,"91,794,296",,"91,794,296","91,826,506",
3131,"91,826,506",,"91,826,506","91,826,687",
3132,"91,826,687",,"91,826,687","91,826,733",
3133,"91,826,733",,"91,826,733","92,274,683",
3134,"92,274,683",,"92,274,683","92,274,726",
3135,"92,274,726",,"92,274,726","92,289,682",
3136,"92,289,682",,"92,289,682","92,289,724",
3137,"92,289,724",,"92,289,724","92,289,827",
3138,"92,289,827",,"92,289,827","92,289,852",
3139,"92,289,852",,"92,289,852","92,289,913",
3140,"92,289,913",,"92,289,913","92,289,939",
3141,"92,289,939",,"92,289,939","92,290,048",
3142,"92,290,048",,"92,290,048","92,290,073",
3143,"92,290,073",,"92,290,073","9,229,013",
3144,"9,229,013",,"9,229,013","92,290,156",
3145,"92,290,156",,"92,290,156","9,229,022",
3146,"9,229,022",,"9,229,022","92,290,246",
3147,"92,290,246",,"92,290,246","92,290,308",
3148,"92,290,308",,"92,290,308","92,290,331",
3149,"92,290,331",,"92,290,331","92,290,541",
3150,"92,290,541",,"92,290,541","92,290,565",
3151,"92,290,565",,"92,290,565","92,305,892",
3152,"92,305,892",,"92,305,892","92,305,934",
3153,"92,305,934",,"92,305,934","92,306,005",
3154,"92,306,005",,"92,306,005","9,230,603",
3155,"9,230,603",,"9,230,603","923,061",
3156,"923,061",,"923,061","92,306,125",
3157,"92,306,125",,"92,306,125","92,306,193",
3158,"92,306,193",,"92,306,193","9,230,622",
3159,"9,230,622",,"9,230,622","92,306,286",
3160,"92,306,286",,"92,306,286","92,306,309",
3161,"92,306,309",,"92,306,309","92,306,377",
3162,"92,306,377",,"92,306,377","923,064",
3163,"923,064",,"923,064","92,306,465",
3164,"92,306,465",,"92,306,465","92,306,498",
3165,"92,306,498",,"92,306,498","93,287,894",
3166,"93,287,894",,"93,287,894","93,287,925",
3167,"93,287,925",,"93,287,925","93,287,962",
3168,"93,287,962",,"93,287,962","93,287,976",
3169,"93,287,976",,"93,287,976","93,303,672",
3170,"93,303,672",,"93,303,672","93,303,709",
3171,"93,303,709",,"93,303,709","93,303,781",
3172,"93,303,781",,"93,303,781","93,303,807",
3173,"93,303,807",,"93,303,807","93,303,878",
3174,"93,303,878",,"93,303,878","93,303,904",
3175,"93,303,904",,"93,303,904","9,330,397",
3176,"9,330,397",,"9,330,397","93,303,994",
3177,"93,303,994",,"93,303,994","93,304,062",
3178,"93,304,062",,"93,304,062","93,304,086",
3179,"93,304,086",,"93,304,086","93,304,158",
3180,"93,304,158",,"93,304,158","93,304,183",
3181,"93,304,183",,"93,304,183","93,304,242",
3182,"93,304,242",,"93,304,242","93,304,267",
3183,"93,304,267",,"93,304,267","93,304,318",
